WUSTLID,White,Black,Asian,Education,Income,Ideology,Female,GOP,Democrat,Age2016,HowManyKids,FT.Communists,InterviewDuration,LookedAtEclipse,StolenStreetSign,StealShampoo,BeesOrBear,RunOutOfGas,weights
993357,1,0,0,13,6,2,1,0,0,79,0,50,13028,0,0,1,0,0,0.22
993358,1,0,0,11,15,4,1,0,1,70,0,0,65,1,0,1,1,0,0.67
993359,1,0,0,14,13,,0,0,0,44,0,70,4875,,,,,,0.19
993361,1,0,0,12,4,5,1,1,0,81,0,0,33,0,0,1,,0,0.12
993365,1,0,0,12,6,6,0,0,0,46,2,10,26,0,0,1,1,0,0.06
993366,1,0,0,11,7,4,1,0,0,52,0,0,32,0,0,0,0,0,0.82
993369,1,0,0,13,6,4,0,0,1,68,0,50,19,0,0,1,1,0,0.14
993371,1,0,0,13,12,2,0,0,1,46,0,40,25,0,0,1,0,0,1.5
993372,1,0,0,15,15,6,0,1,0,42,0,40,27,1,1,1,1,0,1.57
993779,0,0,0,11,4,4,0,0,0,26,0,50,17,,0,1,,1,4.07
993780,0,1,0,11,6,2,1,0,1,43,1,,,0,0,1,0,0,0.99
993781,1,0,0,12,3,6,1,1,0,71,0,0,22,0,0,1,0,0,0.06
993786,1,0,0,13,9,5,1,1,0,35,2,50,16,0,0,1,0,0,1.01
993787,1,0,0,12,10,8,1,0,0,37,1,50,8,0,0,1,,0,1.01
993788,1,0,0,10,10,3,1,0,1,61,0,30,20,0,0,1,0,0,0.6
993790,1,0,0,9,8,7,1,1,0,78,1,0,59,0,0,0,0,0,1.15
993794,1,0,0,9,5,4,0,0,0,76,0,20,38,0,0,1,,0,0.24
993798,1,0,0,13,6,2,1,0,0,49,1,0,105,0,0,1,,0,0.43
993800,1,0,0,9,10,4,0,0,1,52,0,40,26,0,0,1,,0,1.5
993804,0,1,0,9,3,5,1,0,1,40,2,0,57,0,0,1,0,0,0.67
994546,0,0,0,11,2,2,1,0,1,87,0,40,35,0,0,1,0,0,1.51
994549,0,1,0,15,13,4,1,0,1,47,0,10,24670,1,0,1,0,0,0.67
994551,1,0,0,14,12,4,0,0,0,73,0,50,29,0,0,1,1,0,0.53
994552,1,0,0,9,5,8,1,0,0,44,2,0,41,,0,1,,1,1.39
994553,1,0,0,9,2,4,1,1,0,78,0,0,43,0,0,0,,0,0.31
994560,1,0,0,10,2,5,0,0,0,61,0,50,35,0,0,1,1,0,0.11
994561,1,0,0,13,12,6,0,1,0,65,0,0,1775,0,0,0,0,0,0.54
994562,1,0,0,12,3,2,0,0,0,62,0,30,86,0,0,1,0,0,0.07
994564,1,0,0,9,3,4,1,0,0,71,0,0,30,0,0,0,1,0,0.28
994565,1,0,0,10,6,2,1,0,1,56,0,20,70,0,0,1,,0,0.43
994566,1,0,0,12,12,2,0,0,1,45,0,20,4682,0,0,1,0,0,1.49
994569,1,0,0,12,7,2,1,0,1,75,0,0,27,0,0,1,1,0,0.38
994570,0,0,0,10,10,6,0,0,0,75,0,10,34,0,0,1,,0,0.9
994571,1,0,0,10,5,7,0,1,0,82,0,0,36,0,0,1,0,0,0.24
994575,1,0,0,9,8,4,1,0,1,62,0,50,22,0,0,1,,0,1.73
994584,1,0,0,10,15,8,1,0,0,61,0,20,61,0,1,1,1,0,1.35
994587,1,0,0,12,7,2,1,0,0,36,0,50,38,0,0,1,,0,0.33
994593,1,0,0,12,16,2,1,1,0,53,2,50,7,0,0,0,0,0,1.01
994596,1,0,0,12,5,6,0,1,0,60,0,10,357,0,1,1,1,0,0.17
994597,1,0,0,13,11,3,0,0,1,72,0,20,18,0,0,1,,0,0.52
994598,1,0,0,11,4,5,1,0,1,38,1,50,16,0,0,0,0,0,1.57
994599,1,0,0,10,6,6,1,1,0,54,0,0,30,0,1,1,1,0,0.94
994601,1,0,0,14,7,6,0,0,1,61,0,10,25,1,0,1,1,1,0.59
994603,0,1,0,13,4,2,1,0,1,59,1,50,20,1,0,1,,0,0.35
994882,1,0,0,13,5,1,0,0,1,70,0,80,23,0,0,1,,0,0.08
994885,0,0,0,10,3,8,0,0,0,31,0,40,17,0,0,,1,0,0.71
995902,0,1,0,9,1,8,0,0,0,39,0,0,3471,0,0,1,0,0,2.54
995903,1,0,0,9,9,2,1,0,1,59,1,,,0,0,1,0,0,2.46
995907,1,0,0,10,11,4,1,0,0,77,0,0,49,0,0,1,,0,0.63
995908,1,0,0,9,4,8,1,1,0,70,0,0,2866,0,0,1,,0,2.7
995911,0,1,0,13,2,2,1,0,1,39,0,50,70,,0,1,,0,0.34
995913,1,0,0,12,16,5,1,1,0,56,0,0,4591,,0,1,0,0,0.56
995916,1,0,0,15,7,7,0,1,0,79,0,10,28,0,0,1,,0,0.29
995922,1,0,0,13,11,3,1,0,1,73,0,90,18,0,0,1,,0,0.34
995923,1,0,0,10,6,8,1,0,0,67,0,0,34,0,0,1,,0,0.59
995924,1,0,0,6,4,4,1,0,0,80,0,40,35,0,0,1,,0,1.6
995925,1,0,0,9,5,6,0,1,0,77,0,0,34,0,0,1,0,0,0.37
995927,1,0,0,11,1,8,1,0,1,60,0,0,23,0,0,1,,0,0.19
995928,1,0,0,11,4,6,0,1,0,83,0,20,38,1,0,1,,0,0.07
995929,1,0,0,10,9,4,0,1,0,77,0,0,8429,0,0,1,,0,0.45
995931,1,0,0,15,11,6,0,0,0,60,0,20,22,0,0,1,,0,0.33
995932,1,0,0,9,4,6,1,1,0,65,0,50,58,0,0,1,0,0,0.68
995935,1,0,0,11,1,6,0,1,0,69,0,0,31,0,0,0,0,0,0.15
995936,1,0,0,12,13,5,0,1,0,37,2,0,47,0,0,1,0,0,0.68
995937,1,0,0,12,4,4,0,0,0,57,0,10,12,1,0,1,0,0,0.45
995938,1,0,0,9,2,7,1,0,0,60,0,0,28,0,0,1,1,0,0.15
995939,1,0,0,10,2,4,1,0,1,69,0,30,25,0,0,1,1,0,0.1
995941,1,0,0,12,11,6,0,0,0,33,0,0,13,0,0,1,1,0,1.32
995946,1,0,0,12,12,2,1,0,0,51,2,,,0,0,1,1,0,0.71
995948,1,0,0,9,4,6,1,1,0,38,2,50,35,0,0,0,0,0,1.3
995949,1,0,0,15,12,2,0,0,1,74,0,,,0,0,1,0,0,0.24
995951,0,0,0,10,4,4,0,0,1,41,0,40,7,1,0,1,1,0,0.89
995952,1,0,0,12,10,5,0,0,0,47,2,0,17,0,0,0,0,0,0.26
995956,1,0,0,12,11,4,1,1,0,42,3,50,11,1,0,1,,0,1.11
995957,1,0,0,13,6,6,1,1,0,50,2,0,17,0,0,1,0,0,0.2
995959,1,0,0,12,5,6,0,1,0,74,0,0,65,0,1,1,0,0,0.16
995963,0,0,1,13,11,4,0,0,0,56,1,0,23,1,0,1,0,0,0.35
995964,1,0,0,10,6,4,1,0,1,62,0,,,0,0,1,0,0,0.63
996404,1,0,0,9,3,2,1,0,1,59,0,30,256,0,0,1,,0,1.63
996407,1,0,0,9,3,8,1,0,0,54,0,0,37,0,0,0,,0,1.47
996409,1,0,0,10,9,6,0,1,0,69,0,0,33,0,0,1,0,0,0.6
996412,1,0,0,12,6,2,1,0,1,78,0,50,34,0,0,1,,0,0.1
996413,1,0,0,9,4,5,0,0,0,74,0,10,38,0,0,1,1,0,0.38
996418,1,0,0,11,2,6,0,1,0,44,0,0,20,0,0,0,0,0,0.1
996420,1,0,0,10,9,5,1,0,1,57,0,0,28,1,0,1,0,0,7.38
996421,1,0,0,10,10,1,0,0,0,49,1,20,5780,0,0,1,0,0,0.78
996422,0,0,0,13,4,8,0,0,1,37,0,0,52,0,0,0,0,0,1.53
996425,1,0,0,10,7,4,1,1,0,53,0,0,25,0,0,1,,0,0.7
996426,0,1,0,11,6,4,0,0,1,37,1,40,30,0,0,0,,0,0.89
996430,1,0,0,12,7,3,0,0,1,87,0,50,126,,0,1,1,0,0.13
996431,1,0,0,11,6,8,1,0,0,52,0,50,16,0,0,1,1,0,0.88
996434,1,0,0,13,3,1,0,0,1,83,0,50,81,0,0,1,,0,0.06
996437,1,0,0,10,5,2,1,0,1,79,0,0,28,,0,1,,0,0.4
996438,1,0,0,15,12,2,1,0,0,69,0,50,18,,0,1,,0,1.37
996439,1,0,0,12,3,7,0,1,0,87,0,0,51,1,0,1,1,0,0.08
996441,0,1,0,11,9,,1,0,0,36,2,0,32,0,0,0,,0,4.65
996442,1,0,0,13,7,3,0,0,0,,0,50,33,0,0,1,0,0,0.21
996443,1,0,0,12,5,2,0,0,1,63,0,10,29,0,0,1,1,0,0.19
996445,1,0,0,15,8,2,0,0,0,71,0,20,28,0,,1,0,0,0.48
996446,0,0,0,13,3,4,1,0,1,35,2,30,16,0,0,0,0,0,0.38
996447,1,0,0,10,2,6,0,0,0,67,0,0,51,0,0,0,0,0,0.06
996448,0,1,0,10,3,5,1,1,0,67,1,40,68,0,0,0,,0,0.21
996453,1,0,0,10,2,2,1,1,0,69,0,0,17,0,0,1,0,0,0.09
996454,1,0,0,13,4,2,1,0,1,67,0,50,26,0,0,1,0,0,0.1
996455,1,0,0,13,9,6,1,1,0,54,1,10,29,0,0,0,0,0,0.21
996457,1,0,0,11,11,6,0,1,0,70,0,0,31,0,1,1,0,0,1.18
996458,1,0,0,13,7,2,1,0,1,59,0,10,28096,1,1,1,1,0,0.43
996460,1,0,0,9,5,6,1,1,0,60,5,20,37,0,0,1,1,0,0.99
996461,1,0,0,13,8,5,0,1,0,72,0,10,21,0,0,1,1,0,0.22
996737,1,0,0,12,1,4,0,0,1,61,0,20,20,0,0,,,0,0.56
996738,1,0,0,10,1,4,0,0,0,69,0,0,61,0,0,1,,0,0.49
996741,0,0,0,10,11,8,1,0,0,57,0,50,26,0,0,1,,0,4.05
996743,1,0,0,15,7,6,0,1,0,79,0,0,17,0,0,1,0,0,0.11
996744,1,0,0,13,13,5,0,1,0,68,0,0,13,0,0,1,,0,0.24
996746,1,0,0,14,12,3,1,0,1,42,1,0,28,1,,,0,0,1.18
996748,0,0,1,12,10,4,0,1,0,46,0,30,21,0,1,1,0,0,0.18
996749,1,0,0,12,3,1,1,0,1,31,0,50,16,0,0,1,0,0,1.17
996751,1,0,0,9,3,6,1,1,0,71,0,0,70,0,0,1,,0,0.42
996752,1,0,0,10,2,2,1,1,0,69,0,30,33,0,0,1,,0,0.43
996754,1,0,0,10,5,8,0,0,1,51,0,0,24,0,1,1,0,0,0.16
996755,1,0,0,12,7,8,0,0,0,33,0,20,16,1,1,1,0,0,0.43
996756,0,0,0,10,3,8,1,0,1,28,0,10,45,0,0,1,1,0,1.29
996758,1,0,0,12,8,1,0,0,1,51,2,50,19,0,0,1,,0,0.16
996759,1,0,0,10,2,4,0,0,0,63,0,10,35,0,0,1,0,0,0.08
996760,1,0,0,12,12,4,0,1,0,87,0,30,25642,0,0,1,0,0,0.25
996762,1,0,0,10,3,2,0,0,0,41,1,0,55,0,0,0,,0,0.26
996763,0,0,0,10,11,7,0,1,0,62,0,50,41,0,0,1,0,0,0.75
996952,1,0,0,8,2,4,1,0,1,76,0,20,40,0,0,0,,0,7.14
996957,1,0,0,12,9,4,0,0,0,69,0,50,41,0,1,1,0,0,0.45
996958,1,0,0,12,6,6,0,1,0,,0,0,21,0,0,1,,0,0.64
996960,1,0,0,12,9,6,1,1,0,41,4,20,12540,0,0,1,0,0,0.62
996961,1,0,0,13,9,2,0,0,1,66,0,50,20,0,0,1,0,0,0.12
996962,1,0,0,14,14,4,0,1,0,58,0,10,22,0,0,1,1,0,0.24
996963,1,0,0,13,15,5,1,1,0,57,0,0,16,0,0,1,0,0,0.38
996965,1,0,0,14,10,3,0,0,0,70,0,50,59,0,0,1,,0,0.12
996968,1,0,0,10,9,6,1,1,0,54,0,0,18,0,0,1,0,0,0.72
996970,1,0,0,12,11,8,1,0,0,56,1,50,13,0,0,1,,0,0.4
996971,0,1,0,13,8,2,1,0,1,53,0,0,10062,0,0,1,0,0,0.86
996974,1,0,0,10,2,6,1,1,0,35,2,0,41,0,,,,0,0.36
996975,1,0,0,9,6,5,1,0,0,70,0,0,88,0,0,0,,0,1.73
996976,1,0,0,10,10,7,0,0,0,63,0,50,32,0,0,1,1,0,0.59
996981,0,1,0,5,1,6,0,0,1,47,0,40,36,1,0,1,,0,0.74
997212,1,0,0,14,12,6,0,1,0,67,0,20,25,0,0,1,0,0,0.54
997216,1,0,0,12,3,2,1,0,1,66,0,0,30,0,0,1,0,0,0.11
997217,1,0,0,11,11,2,0,0,0,46,1,30,26,1,0,1,,0,1.43
997220,1,0,0,13,7,5,1,0,0,81,0,0,31,0,0,0,0,0,0.38
997224,1,0,0,13,11,6,0,1,0,57,0,0,27,1,0,1,1,0,0.21
997225,1,0,0,11,4,6,0,0,1,69,0,10,45,0,0,1,1,0,0.24
997228,1,0,0,9,2,7,0,1,0,86,0,20,27,0,0,1,1,0,0.22
997229,1,0,0,13,11,5,0,1,0,80,0,40,25,0,0,1,0,0,0.54
997231,1,0,0,12,5,7,1,1,0,45,3,10,49,0,0,1,0,0,0.16
997232,1,0,0,13,4,1,0,0,1,62,2,70,20,0,0,1,0,0,0.12
997235,1,0,0,10,8,4,1,0,0,30,3,0,24,0,0,1,0,0,3.1
997807,0,1,0,12,2,8,1,0,1,75,0,40,25,0,0,1,,0,0.17
997811,1,0,0,10,13,2,0,0,0,62,0,20,19,,0,1,,0,0.99
997812,1,0,0,15,15,6,0,1,0,48,0,0,18,0,1,1,1,0,0.3
997813,1,0,0,12,1,2,1,0,0,34,0,50,17,1,0,1,1,0,0.29
997814,1,0,0,10,11,7,1,1,0,61,0,0,26,0,0,0,,0,1.18
997816,1,0,0,12,11,4,0,1,0,81,0,0,30,0,0,1,,0,0.45
997817,1,1,1,14,2,1,0,0,1,77,0,50,646,0,1,1,,1,0.06
997818,1,0,0,12,7,6,0,0,0,61,0,40,19,0,0,1,0,0,0.13
997820,1,0,0,9,2,4,1,0,1,84,0,0,41,1,0,1,1,0,0.07
997822,1,0,0,12,10,5,1,0,0,55,0,0,48,0,0,1,,0,0.36
997823,1,0,0,12,6,2,0,0,1,75,0,10,7135,0,0,1,0,0,0.25
997824,1,0,0,13,7,4,1,0,0,50,0,50,24,0,0,1,0,0,0.11
997827,1,0,0,12,3,7,1,1,0,68,0,0,72,0,0,1,0,0,1.27
997829,1,0,0,12,8,4,1,0,0,45,2,20,5523,1,0,1,0,0,0.84
997831,1,0,0,11,7,6,0,0,0,71,0,0,22,0,0,1,,0,0.42
997832,1,0,0,10,7,3,0,0,1,79,0,50,99,0,0,0,,0,3
997833,1,0,0,9,7,5,1,0,0,60,0,0,72,1,0,1,1,0,2.91
997835,1,0,0,10,6,8,1,0,1,74,0,0,39,0,0,,,0,0.81
997842,1,0,0,13,6,4,1,0,1,71,0,50,16,0,0,1,,0,0.2
997844,1,0,0,10,6,5,1,0,0,70,1,50,25,0,0,1,0,0,0.97
997846,1,0,0,14,8,4,0,0,0,81,0,0,26,0,0,1,,0,0.48
997851,1,0,0,13,14,4,0,0,0,81,0,50,33,0,0,1,0,0,0.24
997855,1,0,0,12,8,3,1,0,1,58,0,30,28,0,0,1,,0,0.21
997859,1,0,0,9,9,8,0,0,0,42,2,50,13,0,0,0,1,0,1.65
997861,1,0,0,14,6,4,1,0,1,66,0,50,50,0,1,1,,0,0.19
997862,1,0,0,10,5,4,0,1,0,63,0,0,30,0,0,,,0,0.25
997864,1,0,0,10,6,6,0,1,0,75,0,0,35,0,0,1,0,0,0.47
997866,0,0,0,10,,8,1,0,0,34,2,50,203,,,,,,0.13
997868,1,0,0,12,2,6,1,0,1,31,3,40,20,1,0,1,0,1,0.14
997870,1,0,0,11,3,8,1,0,0,67,0,0,87,0,0,1,,0,0.06
997871,1,0,0,12,8,3,0,0,0,43,2,20,22,0,0,1,0,0,0.82
997872,1,0,0,11,5,5,0,1,0,45,0,10,34,0,0,0,0,0,0.62
998051,1,0,0,9,4,5,1,0,0,78,0,30,38,0,0,1,,1,0.81
998052,1,0,0,15,14,5,1,1,0,71,0,0,15,0,0,1,0,0,0.76
998058,1,0,0,10,6,6,0,0,0,55,0,20,25,1,1,1,1,0,0.38
998062,0,1,0,9,3,3,0,0,1,68,0,50,254,,0,1,,0,5.15
998063,1,0,0,10,2,2,1,0,1,84,0,50,33,0,0,1,1,0,0.1
998064,1,0,0,12,4,4,1,0,0,66,0,20,32,0,0,1,,0,0.1
998066,0,0,0,8,2,4,1,0,0,76,2,10,42,0,0,0,,0,1.01
998068,1,0,0,10,11,2,1,0,1,56,0,0,14,0,0,1,1,0,2.67
998069,1,0,0,13,13,7,0,0,0,66,0,100,99,0,0,1,1,0,0.34
998070,1,0,0,15,9,4,1,0,1,58,0,0,17,0,0,1,0,0,0.34
998073,1,0,0,11,1,1,1,0,0,62,0,0,24,,0,1,1,0,3.56
998075,1,0,0,13,10,6,0,1,0,64,,0,13,0,0,1,1,0,0.15
998076,1,0,0,10,4,5,1,0,1,64,0,100,28,0,0,1,0,0,0.31
998138,1,0,0,13,7,5,1,0,0,52,1,20,7740,0,0,1,0,0,0.2
998139,1,0,0,12,8,2,1,0,0,78,0,30,46,0,1,1,,0,0.34
998140,1,0,0,10,3,2,1,0,1,62,0,50,29,0,0,1,1,0,0.34
998276,1,0,0,12,5,6,1,0,0,49,3,30,20,0,0,1,,0,0.11
998278,1,0,0,13,14,5,1,1,0,46,3,0,13,0,0,1,,0,0.36
998279,0,0,1,9,2,3,0,0,1,29,1,30,24,0,0,0,,0,7.38
998281,0,1,0,11,4,2,1,0,1,71,0,0,33,1,0,1,,0,0.75
998284,1,0,0,12,4,4,1,1,0,65,0,10,26,0,0,0,1,0,0.1
998478,1,0,0,11,8,6,1,1,0,66,0,20,37,0,0,1,0,0,0.35
998479,1,0,0,12,3,4,1,0,0,71,0,,,0,0,1,,0,0.06
998481,1,0,0,10,9,5,1,0,0,54,1,10,21,1,0,1,,0,0.98
998482,1,0,0,11,5,2,0,0,1,60,0,,,1,0,1,,1,0.09
999154,1,0,0,12,6,6,0,1,0,68,0,0,28,0,0,1,0,0,0.28
999155,1,0,0,13,5,4,0,0,1,81,0,30,543,0,0,0,,0,0.07
999157,1,0,0,12,4,4,1,0,0,67,0,50,20837,0,0,1,0,0,0.31
999158,1,0,0,12,11,3,0,0,0,84,0,30,26,0,0,1,0,0,0.48
999159,1,0,0,11,9,6,1,0,0,66,0,40,60,0,0,1,,0,0.52
999172,1,0,0,10,7,6,1,1,0,68,0,0,83,0,0,1,,0,0.88
999174,1,0,0,12,11,6,0,1,0,73,0,0,37,0,0,1,0,0,0.76
999175,1,0,0,9,13,6,1,1,0,51,0,0,64,0,0,1,0,0,1.6
999178,1,0,0,10,4,2,1,0,1,60,0,50,39,0,0,1,,0,0.18
999182,1,0,0,10,5,6,0,1,0,63,0,0,34,,0,1,0,0,0.14
999185,1,0,0,11,3,7,0,1,0,54,0,10,16,0,0,1,,0,0.25
999477,0,0,0,10,2,,1,0,0,50,0,0,30,1,0,1,,0,0.83
999478,0,1,0,10,1,2,1,0,1,61,0,50,51,0,0,1,,0,2.56
999481,1,0,0,13,7,5,1,1,0,64,0,0,25,0,0,1,0,0,0.31
999486,0,0,1,15,11,5,1,0,0,42,4,10,19,1,0,1,0,0,2
999487,0,1,0,13,12,5,,0,0,80,,10,32,0,0,1,,0,0.81
999489,1,0,0,10,5,2,0,0,0,39,3,10,26,0,0,1,1,0,0.77
999490,1,0,0,13,11,1,1,0,1,52,0,50,17,0,0,1,,0,0.9
999491,1,0,0,15,7,1,0,0,1,72,0,10,17,1,0,1,0,0,0.15
999493,1,0,0,10,6,3,1,0,1,47,1,0,29,0,0,1,0,0,0.41
999495,1,0,0,10,11,2,0,0,0,50,2,0,17,0,0,1,,0,1.23
999498,1,0,0,13,5,7,1,1,0,88,0,0,53,0,0,1,0,0,0.22
999505,1,0,0,10,6,6,0,1,0,72,0,10,24,0,0,1,0,0,0.53
999790,1,0,0,13,2,2,0,0,1,31,0,50,56,0,0,1,0,0,0.22
999791,1,0,0,11,15,2,0,0,1,47,1,50,16,0,0,1,1,0,1.18
999792,0,0,0,7,3,6,1,1,0,36,4,50,228,0,0,0,0,0,2.98
999798,1,0,0,12,12,6,1,0,1,51,2,20,30,0,0,0,,0,0.42
999800,1,0,0,11,14,5,1,1,0,36,3,0,13,1,0,1,1,0,3.11
999803,1,0,0,12,7,4,0,0,0,32,0,40,9,1,1,1,0,0,0.2
999804,1,0,0,10,7,3,1,0,0,67,0,10,43,0,0,,,0,0.74
999807,1,0,0,15,15,1,1,0,1,59,0,50,15,0,0,1,0,0,0.68
999810,1,0,0,7,1,8,1,0,1,38,1,50,515,1,0,1,,0,5.05
999811,1,0,0,12,11,5,0,1,0,73,0,10,15702,0,0,1,0,0,0.99
999814,0,1,0,12,3,3,1,0,1,52,0,30,2950,0,0,1,0,0,0.11
999815,1,0,0,12,11,7,0,0,0,54,1,0,15,0,1,1,0,0,0.7
999816,0,0,0,12,13,6,1,1,0,33,1,0,442,0,0,1,,0,2
999820,1,0,0,12,3,7,1,1,0,27,1,0,5724,0,0,1,1,0,1.64
999822,1,0,0,12,11,6,0,1,0,24,0,10,35,0,0,1,0,0,4.53
999824,1,0,0,9,2,8,0,0,0,52,0,50,195,1,0,1,0,0,0.42
999826,1,0,0,12,9,6,0,1,0,38,3,0,27,0,0,1,0,0,1.43
999829,1,1,0,11,3,1,1,0,1,39,6,40,23,0,0,1,1,0,0.36
999830,1,0,0,10,3,2,1,0,1,24,0,50,13,0,0,0,0,0,0.85
999831,1,0,0,11,3,2,1,0,1,53,0,90,30,0,0,1,1,0,0.24
999833,0,0,0,12,11,3,1,0,1,53,0,10,26,0,0,1,0,0,0.74
999834,1,0,0,15,10,2,1,0,0,40,1,0,29,0,0,1,,0,0.57
999836,1,0,0,12,8,6,1,1,0,37,3,50,24,0,0,1,,0,1.11
999837,1,0,0,12,4,3,1,0,1,64,0,50,18,0,1,1,0,0,0.22
999839,1,0,0,10,13,6,0,1,0,60,0,0,24,0,0,1,0,0,0.49
999840,1,0,0,9,5,8,1,0,0,40,3,0,12,1,1,1,0,0,2.33
999841,1,0,0,13,8,7,1,1,0,33,1,0,11,,0,0,1,0,1.96
999842,1,0,0,12,9,6,1,1,0,62,0,0,30,0,0,1,,0,1.37
999844,1,0,0,9,8,,0,0,0,32,0,0,25,,,1,,0,1.82
999845,1,0,0,12,8,1,0,0,1,64,0,20,19,0,0,1,0,0,0.26
999846,1,0,0,9,2,2,0,0,0,61,0,0,17,0,0,0,,0,0.06
1000105,1,0,0,10,5,5,0,0,1,72,0,0,37,0,0,0,1,1,0.38
1000106,1,0,0,13,7,2,1,0,1,49,0,50,26,0,0,1,0,0,0.43
1000110,1,0,0,11,9,6,0,1,0,76,0,40,31,1,0,1,0,0,0.5
1000111,0,0,1,9,2,2,0,0,1,28,0,40,11,1,0,1,0,1,6.21
1000114,1,0,0,13,3,2,0,0,0,31,0,50,30,0,0,1,0,0,1.5
1000116,1,0,0,13,10,3,1,0,0,58,0,30,31,0,0,1,,0,1.49
1000120,1,0,0,12,4,4,0,0,0,64,0,40,5321,0,0,0,,0,0.73
1000125,1,0,0,12,12,7,0,1,0,55,0,0,10280,0,0,1,0,0,0.45
1000126,1,0,0,10,6,2,0,0,1,62,1,40,21,0,0,1,0,0,0.34
1000127,1,0,0,11,4,6,1,1,0,,2,10,30,0,0,,,0,0.21
1000130,1,0,0,10,6,5,1,1,0,48,3,0,70,0,0,1,,0,0.36
1000277,1,0,0,12,13,3,1,0,0,41,2,0,92,0,0,1,0,0,1.6
1000278,1,0,0,13,5,6,1,1,0,48,0,30,17,0,0,1,,0,0.43
1000281,0,0,0,14,16,7,0,0,0,68,0,0,50,0,0,1,0,0,0.39
1000283,1,0,0,12,8,4,0,0,0,59,0,20,16,0,1,1,,0,0.67
